pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,lastyear
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,2053383301,1,active,,31mar1970,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,40,40,2017
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,2568823100,1,active,,01jul1970,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,147,147,2017
010133,LIVINGTON TOMBIGBEE,HIGHWAY 11 NORTH,LIVINGSTON,AL,35470,2056529511,0,vol-other,15jul1987,02nov1970,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,0,72,72,2017
010134,WASHINGTON COUNTY INFIRMARY,ST STEPHENS AVENUE,CHATOM,AL,36518,2518472223,0,oth-status chg,01nov2002,01nov1970,011300,no affiliation,0,0,0,0,3.400000095367432,1,0,short term,government local,0,0,1,0,0,0,30,30,2017
010136,D E JACKSON MEMORIAL HOSPITAL,111 IVY POINT ROAD DRAWER A,LESTER,AL,35647,2052327511,0,"vol-merg,close",26sep1993,07jun1971,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,28,28,2017
010137,COOPER GREEN MERCY HOSPITAL,1515 6TH AVENUE SOUTH,BIRMINGHAM,AL,35233,2059303200,0,"vol-merg,close",01jan2013,29sep1972,,major,0,1,0,0,0,1,0,short term,government local,0,0,1,0,0,1,319,319,2017
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,2053925263,1,active,,08jan1973,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,0,33,33,2017
010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,2058771000,1,active,,05mar1973,,limited,0,0,0,1,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,607,607,2017
010142,COMMUNITY HOSPITAL OF COURTLAND,101 MADISON ST W,COURTLAND,AL,35618,2056372721,0,"vol-merg,close",25apr1988,09aug1974,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,35,35,1993
010143,WOODLAND MEDICAL CENTER,1910 CHEROKEE AVENUE SW,CULLMAN,AL,35055,2567393500,0,"vol-merg,close",15jul2009,10oct1974,,no affiliation,0,0,0,0,0,1,0,short term,government federal,0,0,1,0,0,0,100,100,2017
010144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,2513449630,1,active,,10jan1975,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,263,263,2017
010145,NORTHPORT MEDICAL CENTER,2700 HOSPITAL DRIVE,NORTHPORT,AL,35476,2053334500,0,"vol-merg,close",01may2011,12jul1976,,limited,0,1,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,1,204,204,2017
010146,RMC JACKSONVILLE,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,2567824538,1,active,,18jul1976,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,104,104,2017
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,2515782480,1,active,,20oct1977,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,0,44,44,2017
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,3342448330,1,active,,15dec1977,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,1,150,150,2017
01014F,BIRMINGHAM VA MEDICAL CENTER,700 S 19TH ST,BIRMINGHAM,AL,35233,2059338101,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,479,479,2017
010150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,3343822200,1,active,,25jun1980,014003,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,0,72,72,2017
010152,INFIRMARY WEST,5600 GIRBY RD,MOBILE,AL,36693,2516605236,0,"vol-merg,close",31oct2012,02sep1981,,major,0,1,0,0,0,1,0,short term,government state,0,0,1,0,0,1,124,124,2017
010153,D C H REHABILITATION PAVILION,1101 SIXTH AVE EAST,TUSCALOOSA,AL,35401,2057597375,0,vol-other,01oct1992,01sep1983,012005,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,1,150,150,2017
010155,VAUGHAN PERRY HOSPITAL,505 EAST LAFAYETTE STREET P O BOX 149,MARION,AL,36756,3346839696,0,vol-other,01may1999,13dec1989,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,0,15,15,2017
010156,"LONG TERM CARE HOSPITAL AT JACKSON,THE",1725 PINE STREET 5TH FLOOR NORTH WING,MONTGOMERY,AL,36106,3342641884,0,oth-status chg,31aug1998,25feb1998,012007,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,30,30,2017
010157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,2563861601,1,active,,01oct1998,010124,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,1,178,178,2017
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,2563321611,1,active,,01oct1998,010094,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,0,100,100,2017
010159,FLORENCE HOSPITAL,2111 CLOYD BLVD,FLORENCE,AL,35630,2567678700,0,vol-other,01jul1999,01oct1998,010123,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,1,155,155,2017
01015F,US ARMY HOSP,,FORT MCCLELLAN,AL,36201,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,75,75,2004
010160,RAMSAY YOUTH SERVICES-DOTHAN,700 EAST COTTONWOOD ROAD,DOTHAN,AL,36301,3347947373,0,oth-status chg,21oct1998,01jul1998,014013,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,55,55,2017
010161,SELECT SPECIALTY HOSPITAL,800 MONTCLAIR ROAD 9TH FLOOR,BIRMINGHAM,AL,35213,2055994606,0,oth-status chg,31aug2001,28feb2001,012008,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,38,38,2017
010162,"LONG TERM CARE HOSP AT MED CENTER EAST,THE","50 MEDICAL PARK EAST DR, 8TH FLOOR",BIRMINGHAM,AL,35235,2058383000,0,oth-status chg,30sep2003,27mar2003,012009,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,45,45,2017
010163,"LTC HOSP AT SE AL MED CTR,THE",1108 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,AL,36302,3347938111,0,oth-status chg,30sep2004,01apr2004,012010,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,30,30,2017
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,2562495000,1,active,,02aug2004,010072,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,0,163,163,2017
010165,THE LONG TERM CARE HOSPITAL AT REGIONAL MEDICAL CT,"400 EAST 10TH STREET, 4TH FLOOR",ANNISTON,AL,36207,9199999999,0,"vol-merg,close",13apr2010,21jul2004,010078,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,1,34,34,2017
010166,LTC HOSPITAL OF TUSCALOOSA,809 UNIVERSITY BOULEVARD EAST 4TH FLOOR,TUSCALOOSA,AL,35401,2057597241,1,active,,28sep2004,010092,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,27,27,2009
010167,UAB HIGHLANDS,1201 11TH AVENUE SOUTH,BIRMINGHAM,AL,35205,2059307000,1,active,,01apr2006,010084,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,1,219,219,2017
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,3347323000,1,active,,01sep2006,,no affiliation,0,0,0,0,0,1,0,short term,government state,0,0,1,0,0,1,70,70,2017
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,2513682500,1,active,,01apr2008,,no affiliation,0,0,0,0,3,1,0,short term,government hosp district/authority,0,0,1,0,0,0,49,49,2017
01016F,US ARMY HOSP,,FORT RUCKER,AL,36360,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,100,100,2004
010170,"NOLAND HOSPITAL SHELBY, LLC","1000 FIRST STREET, 3RD FLOOR",ALABASTER,AL,35007,2056208641,0,"vol-merg,close",28feb2011,20jul2010,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,52,52,2017
010171,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,2054599100,0,oth-status chg,30may2012,14mar2012,011304,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,0,25,25,2017
010172,NORTH ALABAMA SPECIALITY HOSPITAL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,AL,35611,2562339292,1,active,,26sep2015,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,31,31,2017
010173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35045,2054927008,1,active,,07dec2016,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,1,30,30,2017
01017F,US ARMY HOSP,REDSTONE ARSENAL BLDG 112,HUNTSVILLE,AL,35809,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,56,56,2004
01018F,US AIR FORCE HOSP,BROOKLEY AFB,MOBILE,AL,36615,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,35,35,2004
01019F,CENTRAL AL VETERANS HLTH CARE SYSTEM WEST CAMPUS,215 PERRY HILL RD,MONTGOMERY,AL,36109,3342724670,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,285,285,2017
01020F,US AIR FORCE HOSP,MAXWELL AFB,MONTGOMERY,AL,36112,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,225,225,2004
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,2055542000,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,928,928,2017
01022F,CENTRAL AL VETERANS HLTH CARE SYSTEM EAST CAMPUS,2400 HOSPITAL RD,TUSKEGEE,AL,36083,3347270550,1,active,,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1436,1436,2017
01044E,FIFTH AVE HOSP,107 GOVERNORS DR SW,HUNTSVILLE,AL,35801,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,88,88,2004
01047E,BRYCE HOSP,BIRMINGHAM HWY,TUSCALOOSA,AL,35401,,0,vol-other,06sep1989,01mar1991,,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,5709,5709,2017
01048E,SIXTH DISTRICT TUBERCULOSIS HOSP,800 ST ANTHONY ST,MOBILE,AL,36603,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,180,180,2004
01052E,JEFFERSON TUBERCULOSIS SANATORIUM,3800 RIDGEWAY DR,BIRMINGHAM,AL,35209,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,225,225,2004
01053E,MONTGOMERY TUBERCULOSIS SANATORIUM,2140 UPPER WETUMPKA ST,MONTGOMERY,AL,36107,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,144,144,2004
01059F,CRAIG AIR FORCE BASE HOSP,,SELMA,AL,36701,,1,active,,,,,,,,,0,0,0,,,0,0,0,0,0,,5,5,2004
011200,MOUNTAIN VIEW BAPTIST HOSP,3001 SCENIC HIGHWAY,GADSDEN,AL,35999,2055469265,0,"vol-merg,close",25jul1986,01jul1984,014006,no affiliation,0,0,0,0,0,0,0,distinct part psych,government hosp district/authority,0,0,1,0,0,,68,68,2004
011300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,2518472223,1,active,,01nov2002,010134,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
011301,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,2513682500,0,"vol-merg,close",31mar2008,01jul2005,010169,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,49,49,2017
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,2563569532,1,active,,01oct2005,010115,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
011303,RANDOLPH MEDICAL CENTER,59928 HIGHWAY 22   P O BOX 670,ROANOKE,AL,36274,3348634111,0,"vol-merg,close",31mar2011,04jan2006,,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,0,25,25,2017
011304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,2054599100,1,active,,31may2012,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,0,25,25,2017
011305,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,2052743000,1,active,,21jun2013,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,1,25,25,2017
012004,KNOLLWOOD CTR FOR SPECIALIZED MEDICINE,5644 GIRBY RD,MOBILE,AL,36609,3346615020,0,"vol-merg,close",19oct1988,12sep1986,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,215,215,2017
012005,DCH REHABILITATION PAVILION,1101  6TH AVENUE EAST,TUSCALOOSA,AL,35401,2057597375,0,"vol-merg,close",30sep1996,01oct1992,,no affiliation,0,0,0,0,0,0,0,long term,government hosp district/authority,0,0,1,0,0,1,150,150,2017
012006,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,2516605611,1,active,,01oct1993,,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,38,38,2017
012007,"NOLAND HOSPITAL MONTGOMERY II, LLC",1725 PINE STREET 5TH FLOOR NORTH WING,MONTGOMERY,AL,36106,3342400532,1,active,,25feb1999,010156,no affiliation,0,0,0,0,0,0,0,long term,government federal,0,0,1,0,0,1,60,60,2017
012008,SELECT SPECIALTY HOSPITAL - BIRMINGHAM,"2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR",BIRMINGHAM,AL,35209,2055994595,1,active,,01sep2001,010161,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,38,38,2017
012009,"NOLAND HOSPITAL BIRMINGHAM II, LLC",50 MEDICAL PARK EAST DRIVE 8TH FLOOR,BIRMINGHAM,AL,35235,2058385100,1,active,,27mar2003,010162,no affiliation,0,0,0,0,0,0,0,long term,government federal,0,0,1,0,0,1,45,45,2017
012010,"NOLAND HOSPITAL DOTHAN II, LLC","1108 ROSS CLARK CIRCLE, 4TH FLOOR",DOTHAN,AL,36302,3346994300,1,active,,01oct2004,010163,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,35,35,2017
012011,"NOLAND HOSPITAL ANNISTON II, LLC","400 EAST 10TH STREET, 4TH FLOOR",ANNISTON,AL,36202,2567416141,1,active,,21jul2004,010165,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,38,38,2017
012012,"NOLAND HOSPITAL TUSCALOOSA II, LLC","809 UNIVERSITY BOULEVARD EAST, 4TH FLOOR",TUSCALOOSA,AL,35401,2057597241,1,active,,01apr2005,,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,1,32,32,2017
012013,"NOLAND HOSPITAL SHELBY II, LLC","1000 FIRST STREET, 3RD FLOOR",ALABASTER,AL,35007,2056208641,1,active,,01mar2011,010170,no affiliation,0,0,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,52,52,2017
012014,NORTH ALABAMA SPECIALTY HOSPITAL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,AL,35611,3372699566,1,active,,01may2016,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,31,31,2017
013025,HEALTHSOUTH LAKESHORE REHABILITATION HOSPITAL,3800 RIDGEWAY DRIVE,BIRMINGHAM,AL,35209,2058682000,1,active,,01oct1983,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,100,100,2017
013026,ROTARY REHABILITATION HOSP,1874 PLEASANT AV,MOBILE,AL,36607,3344313400,0,"vol-merg,close",01apr1988,01apr1984,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit other,1,0,0,0,0,1,50,50,2017
013027,MOBILE BAY REHABILITATION HOSPITAL,101 VILLA DRIVE,DAPHNE,AL,36526,2516214354,0,"vol-merg,close",31dec2014,18nov1986,,limited,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,1,25,25,2017
013028,HEALTHSOUTH REHABILITATION HOSPITAL OF MONTGOMERY,4465 NARROW LANE RD,MONTGOMERY,AL,36116,3342847821,1,active,,11may1987,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,70,70,2017
013029,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTH AL,107 GOVERNORS DRIVE,HUNTSVILLE,AL,35801,2055352300,1,active,,04jun1987,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,70,70,2017
013030,HEALTHSOUTH REHABILITATION HOSPITAL,1736 EAST MAIN STREET,DOTHAN,AL,36301,3347126333,1,active,,12may1994,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,51,51,2017
013032,HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,2564395000,1,active,,14aug2001,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,44,44,2017
013033,REGIONAL REHABILITATION HOSPITAL,3715 HIGHWAY 280,PHENIX CITY,AL,36869,3347322200,1,active,,12nov2003,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,1,58,58,2017
013300,CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,2059399100,1,active,,01jan1984,,major,1,1,0,1,0,0,0,childrens,non-profit private,1,0,0,0,0,1,332,332,2017
013301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,1700 CENTER STREET,MOBILE,AL,36604,2514151000,1,active,,01oct2001,010119,major,0,1,0,0,0,0,0,childrens,government state,0,0,1,0,0,1,152,152,2017
014000,HILL CREST BEHAVIORAL HEALTH SERVICES,6869 FIFTH AVENUE SOUTH,BIRMINGHAM,AL,35212,2058339000,1,active,,01nov1969,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,94,94,2017
014001,DECATUR GENERAL WEST,2205 BELTLINE ROAD SW P O BOX 2240,DECATUR,AL,35609,2053501450,0,"vol-merg,close",27aug1993,10jun1974,,no affiliation,0,0,0,1,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,64,64,2017
014002,CHARTER BEHAV HLTH SYSTEM OF MOBILE,5800 SOUTHLAND DRIVE,MOBILE,AL,36693,3346613001,0,vol-other,02feb2000,09jun1978,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,70,70,2017
014003,CHARTER WOODS BEHAVORIAL HEALTH SYSTEM,700 COTTONWOOD ROAD P O BOX 6138,DOTHAN,AL,36302,3347944357,0,"vol-merg,close",31jan1997,25jun1980,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,75,75,2017
014004,NORTH ALABAMA REGIONAL HOSP,HIGHWAY 31 S BOX 1215,DECATUR,AL,35602,2053539433,0,invol-agreemnt,20mar1989,03dec1982,,no affiliation,0,0,0,0,1.5,0,0,psych,government state,0,0,1,0,0,1,131,37,2017
014005,GREIL MEMORIAL PSYCHIATRIC HOSP,2140 UPPER WETUMPKA RD,MONTGOMERY,AL,36107,3342620363,0,"vol-merg,close",01sep2012,20sep1984,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,1,66,66,2017
014006,MOUNTAIN VIEW HOSPITAL,3201 SCENIC HIGHWAY,GADSDEN,AL,35902,2565469265,1,active,,25jul1986,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,68,68,2017
014007,BRYCE HOSPITAL,200 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,2057590750,1,active,,06sep1989,,limited,0,0,0,1,0,0,0,psych,government state,0,0,1,0,0,1,268,96,2017
014008,SEARCY HOSPITAL (ACUTE CARE ADMISS UNIT),725 EAST COY SMITH HIGHWAY,MOUNT VERNON,AL,36560,2516626700,0,"vol-merg,close",01nov2012,08oct1991,,no affiliation,0,0,0,0,0,0,0,psych,government local,0,0,1,0,0,1,260,140,2017
014009,NORTH ALABAMA REGIONAL HOSPITAL,4218 HWY 31 SOUTH,DECATUR,AL,35609,2563539433,0,"vol-merg,close",30jun2015,26feb1992,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,1,74,74,2017
014010,BAYCARE PSYCHIATRIC HOSPITAL,1504 SPRINGHILL AVENUE,MOBILE,AL,36604,3344734423,0,invol-fail req,26jun1997,08dec1993,,limited,1,0,0,0,0,0,0,psych,non-profit private,1,0,0,0,0,1,52,52,2017
014011,TAYLOR HARDIN SECURE MEDICAL FACILITY,1301 JACK WARNER PARKWAY,TUSCALOOSA,AL,35404,2055567060,0,"vol-merg,close",28aug2014,01oct1994,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,1,114,24,2017
014012,MARY S HARPER GERIATRIC PSYCHIATRY CENTER,201 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,2057590900,1,active,,18jul1996,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,1,96,96,2017
014013,LAUREL OAKS BEHAVIORAL HEALTH CENTER,700 EAST COTTONWOOD RD,DOTHAN,AL,36301,3347947393,1,active,,22oct1998,010160,no affiliation,0,0,0,0,0,0,0,psych,non-profit private,1,0,0,0,0,1,24,24,2017
014014,BAYPOINTE BEHAVIORAL HEALTH,5800 SOUTHLAND DRIVE,MOBILE,AL,36693,2516627998,1,active,,15apr2004,,major,0,0,0,1,0,0,0,psych,non-profit other,1,0,0,0,0,1,60,60,2017
014015,BEACON CHILDREN'S HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,3343355040,1,active,,14jan2009,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,0,28,28,2017
014016,"SANCTUARY AT THE WOODLANDS, THE","1910 CHEROKEE AVENUE, SW",CULLMAN,AL,35055,2567391239,1,active,,21sep2010,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,0,40,40,2017
014017,EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,2513786500,1,active,,15aug2012,,limited,0,1,0,0,0,0,0,psych,non-profit other,1,0,0,0,0,1,66,66,2017
014018,"BEHAVIORAL HEALTHCARE CENTER AT HUNTSVILLE, INC","5315 MILLENIUM DRIVE, NW",HUNTSVILLE,AL,35806,2569646700,1,active,,04sep2012,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,20,20,2017
019800,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,2059344011,1,active,,29jan2009,,,0,0,0,0,0,0,0,transplant,,0,0,0,0,0,1,0,0,2017
019801,CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,2056389828,1,active,,21jun2013,,,0,0,0,0,0,0,0,transplant,,0,0,0,0,0,1,0,0,2017
020001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,9075622211,1,active,,01jul1966,,no affiliation,0,1,0,1,41,1,0,short term,non-profit church,1,0,0,0,0,1,401,401,2017
020002,SITKA COMMUNITY HOSPITAL,209 MOLLER,SITKA,AK,99835,9077473241,0,oth-status chg,01jul2001,01jan1970,021303,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,0,23,15,2017
020004,KETCHIKAN GENERAL HOSPITAL,3100 TONGASS AVE,KETCHIKAN,AK,99901,9072255171,0,oth-status chg,20aug2006,01jul1966,021311,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,0,92,46,2017
020005,NORTON SOUND REGIONAL HOSPITAL,"PO BOX 966, 5TH AND BERING",NOME,AK,99762,9074433311,0,oth-status chg,01nov2003,01jul1966,021308,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,0,34,19,2017
020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,9078616000,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,74,74,2017
020007,WRANGELL MEDICAL CENTER,"310 BENNETT, BOX 1081",WRANGELL,AK,99929,9078747000,0,oth-status chg,01jul2002,01jul1966,021305,major,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,0,22,8,2017
020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,9077968900,1,active,,01jul1968,,no affiliation,0,0,0,1,0,1,0,short term,government local,0,0,1,0,0,0,57,57,2017
020009,PETERSBURG MEDICAL CENTER,103 FRAM ST (BOX 589),PETERSBURG,AK,99833,9077724291,0,oth-status chg,01jul2001,01jul1966,021304,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,0,27,12,2017
020010,CORDOVA COMMUNITY MEDICAL CENTER,"602 CHASE AVE, BOX 160",CORDOVA,AK,99574,9074248000,0,"vol-merg,close",01jul2003,01feb1971,021307,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,1,23,13,2017
020011,PROVIDENCE SEWARD HOSPITAL,417 FIRST STREET (PO BOX 365),SEWARD,AK,99664,9072245205,0,oth-status chg,01jan2001,01jul1966,021302,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,1,32,32,2017
020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,9074528181,1,active,,01jul1968,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,1,162,162,2017
