pn,name,address,city,state,zip,tel,active,termcode,termdate,partdate,prev_pn,medaffil,resprog_ada,resprog_ama,resprog_aoa,resprog_oth,residents,shortterm,cah,provider_subtype,typ_control,nonprofit,forprofit,govt,maryland,nonstate,urbancbsa,beds_tot,beds_cert,firstyear
010134,WASHINGTON COUNTY INFIRMARY & NH,ST STEPHENS AV P O BOX 597,CHATOM,AL,36518,2058472223,1,active,,01nov1970,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,30,30,1993
010136,D E JACKSON MEMORIAL HOSPITAL,111 IVY POINT ROAD DRAWER A,LESTER,AL,35647,2052327511,0,"vol-merg,close",26sep1993,07jun1971,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,28,28,1993
010137,COOPER GREEN HOSPITAL,1515 6TH AVENUE SOUTH,BIRMINGHAM,AL,35233,2059303200,1,active,,29sep1972,,graduate,0,1,0,0,0,1,0,short term,government local,0,0,1,0,0,,319,319,1993
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,2053925263,1,active,,08jan1973,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,33,33,1993
010139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,2058771951,1,active,,05mar1973,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,586,586,1993
010142,COMMUNITY HOSPITAL OF COURTLAND,101 MADISON ST W,COURTLAND,AL,35618,2056372721,0,"vol-merg,close",25apr1988,09aug1974,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,35,35,1993
010143,WOODLAND COMMUNITY HOSPITAL,1910 CHEROKEE AVENUE SW,CULLMAN,AL,35055,2057393500,1,active,,10oct1974,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,100,100,1993
010144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,2053449630,1,active,,10jan1975,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,252,252,1993
010145,NORTHPORT HOSPITAL DCH,2700 HOSPITAL DRIVE,NORTHPORT,AL,35476,2053395100,1,active,,12jul1976,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,156,156,1993
010146,JACKSONVILLE HOSPITAL,SOUTH PELHAM ROAD P O BOX 999,JACKSONVILLE,AL,36265,2054354970,1,active,,18jul1976,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,89,89,1993
010148,EVERGREEN HOSPITAL INC,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,2055782480,1,active,,20oct1977,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,44,44,1993
010149,EAST MONTGOMERY MEDICAL CENTER,400 TAYLOR ROAD BOX 241267,MONTGOMERY,AL,36124,2052778330,1,active,,15dec1977,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,150,150,1993
01014F,VA HOSP,700 S 19TH ST,BIRMINGHAM,AL,35233,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,479,479,1993
010150,L V STABLER MEMORIAL HOSPITAL,P O BOX 1000,GREENVILLE,AL,36037,2053822671,1,active,,25jun1980,014003,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,74,74,1993
010152,UNIV OF SOUTH AL KNOLLWOOD PK HOSPITAL,5600 GIRBY RD,MOBILE,AL,36693,2056605236,1,active,,02sep1981,,major,0,1,0,0,0,1,0,short term,government state,0,0,1,0,0,,124,124,1993
010153,D C H REHABILITATION PAVILION,1101 SIXTH AVE EAST,TUSCALOOSA,AL,35401,2057597375,0,vol-other,01oct1992,01sep1983,012005,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,150,150,1993
010155,PERRY COUNTY HOSPITAL & NURSING HOME,E LAFAYETTE ST BOX 149,MARION,AL,36756,2056839696,1,active,,13dec1989,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,15,15,1993
010156,"LONG TERM CARE HOSPITAL AT JACKSON,THE",1235 FOREST AVENUE,MONTGOMERY,AL,36106,3342641884,1,active,,25feb1998,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,30,30,1998
010157,MEDICAL CENTER SHOALS,201 AVALON AVENUE P O BOX 3359,MUSCLE SHOALS,AL,35662,2563861601,1,active,,01oct1998,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,128,128,1998
010158,NORTHWEST MEDICAL CENTER,15155 HIGHWAY 43 P O BOX 1089,RUSSELLVILLE,AL,35653,2563321611,1,active,,01oct1998,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,100,100,1998
010159,FLORENCE HOSPITAL,2111 CLOYD BLVD,FLORENCE,AL,35630,2567678700,1,active,,01oct1998,010123,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,155,155,1998
01015F,US ARMY HOSP,,FORT MCCLELLAN,AL,36201,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,75,75,1993
010160,RAMSAY YOUTH SERVICES-DOTHAN,700 EAST COTTONWOOD ROAD,DOTHAN,AL,36301,3347947373,0,oth-status chg,21oct1998,01jul1998,014013,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,55,55,1999
010161,SELECT SPECIALTY HOSPITAL,800 MONTCLAIR ROAD 9TH FLOOR,BIRMINGHAM,AL,35213,2055994606,1,active,,28feb2001,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,,38,38,2001
010162,"LONG TERM CARE HOSP AT MED CENTER EAST,THE","50 MEDICAL PARK EAST DR, 8TH FLOOR",BIRMINGHAM,AL,35235,2058383000,0,oth-status chg,30sep2003,27mar2003,012009,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,45,45,2003
010163,"LTC HOSP AT SE AL MED CTR,THE",1108 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,AL,36302,3346994300,0,oth-status chg,30sep2004,01apr2004,012010,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,30,30,2004
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,2562495604,1,active,,02aug2004,010072,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,148,148,2004
010165,"LONG TERM HOSPITAL AT REGIONAL MEDICAL CENTER,THE",400 EAST 10TH STREET 4TH FLOOR,ANNISTON,AL,36207,2567416141,1,active,,21jul2004,010078,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,34,34,2004
010166,LTC HOSPITAL OF TUSCALOOSA,809 UNIVERSITY BOULEVARD EAST 4TH FLOOR,TUSCALOOSA,AL,35401,2057597241,1,active,,28sep2004,010092,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,27,27,2004
010167,UAB HIGHLANDS,1201 11TH AVENUE SOUTH,BIRMINGHAM,AL,35205,2059757100,1,active,,01apr2006,010084,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,219,219,2007
010168,SUMMIT HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,3347323456,1,active,,01sep2006,,no affiliation,0,0,0,0,0,1,0,short term,government state,0,0,1,0,0,,70,70,2006
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,2513682500,1,active,,01apr2008,,no affiliation,0,0,0,0,0,1,0,short term,government hosp district/authority,0,0,1,0,0,,49,49,2008
01016F,US ARMY HOSP,,FORT RUCKER,AL,36360,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,100,100,1993
010170,"NOLAND HOSPITAL SHELBY, LLC","1000 FIRST STREET, 3RD FLOOR",ALABASTER,AL,35007,2056208641,1,active,,20jul2010,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,52,52,2010
010171,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,2054599100,0,oth-status chg,30may2012,14mar2012,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,0,25,25,2012
010172,NORTH ALABAMA SPECIALITY HOSPITAL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,AL,35611,2562339292,1,active,,26sep2015,,no affiliation,0,0,0,0,0,1,0,short term,for-profit proprietary,0,1,0,0,0,1,31,31,2016
010173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35045,2054927008,1,active,,07dec2016,,no affiliation,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,1,30,30,2017
01017F,US ARMY HOSP,REDSTONE ARSENAL BLDG 112,HUNTSVILLE,AL,35809,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,56,56,1993
01018F,US AIR FORCE HOSP,BROOKLEY AFB,MOBILE,AL,36615,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,35,35,1993
01019F,VA HOSP,PERRY HILL RD,MONTGOMERY,AL,36109,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,285,285,1993
01020F,US AIR FORCE HOSP,MAXWELL AFB,MONTGOMERY,AL,36112,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,225,225,1993
01021F,VA HOSP,LOOP RD,TUSCALOOSA,AL,35401,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,928,928,1993
01022F,VA HOSP,,TUSKEGEE,AL,36083,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,1436,1436,1993
01044E,FIFTH AVE HOSP,107 GOVERNORS DR SW,HUNTSVILLE,AL,35801,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,88,88,1993
01047E,BRYCE HOSP,BIRMINGHAM HWY,TUSCALOOSA,AL,35401,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,5709,5709,1993
01048E,SIXTH DISTRICT TUBERCULOSIS HOSP,800 ST ANTHONY ST,MOBILE,AL,36603,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,180,180,1993
01052E,JEFFERSON TUBERCULOSIS SANATORIUM,3800 RIDGEWAY DR,BIRMINGHAM,AL,35209,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,225,225,1993
01053E,MONTGOMERY TUBERCULOSIS SANATORIUM,2140 UPPER WETUMPKA ST,MONTGOMERY,AL,36107,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,144,144,1993
01059F,CRAIG AIR FORCE BASE HOSP,,SELMA,AL,36701,,1,active,,,,,,,,,0,1,0,short term,,0,0,0,0,0,,5,5,1993
011200,MOUNTAIN VIEW BAPTIST HOSP,3001 SCENIC HIGHWAY,GADSDEN,AL,35999,2055469265,0,"vol-merg,close",25jul1986,01jul1984,014006,no affiliation,0,0,0,0,0,0,0,distinct part psych,government hosp district/authority,0,0,1,0,0,,68,68,1993
011300,WASHINGTON COUNTY INFIRMARY,649 ST STEPHENS AVENUE HIGHWAY 56,CHATOM,AL,36518,2518472223,1,active,,01nov2002,010134,no affiliation,0,0,0,0,0,0,1,cah,government local,0,0,1,0,0,,25,25,2003
011301,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,2513686362,1,active,,01jul2005,010053,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2005
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,2563569532,1,active,,01oct2005,010115,no affiliation,0,0,0,0,0,0,1,cah,non-profit other,1,0,0,0,0,,25,25,2005
011303,RANDOLPH MEDICAL CENTER,59928 HIGHWAY 22   P O BOX 670,ROANOKE,AL,36274,3348634111,1,active,,04jan2006,010098,no affiliation,0,0,0,0,0,0,1,cah,government hosp district/authority,0,0,1,0,0,,25,25,2006
011304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,2054599100,1,active,,31may2012,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,0,25,25,2012
011305,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,2052743000,1,active,,21jun2013,,no affiliation,0,0,0,0,0,0,1,cah,non-profit private,1,0,0,0,0,1,25,25,2015
012004,KNOLLWOOD CTR FOR SPECIALIZED MEDICINE,5644 GIRBY RD,MOBILE,AL,36609,2056615020,0,"vol-merg,close",19oct1988,12sep1986,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,215,215,1993
012005,DCH REHABILITATION PAVILION,1101  6TH AVENUE EAST,TUSCALOOSA,AL,35401,2057597375,1,active,,01oct1992,,no affiliation,0,0,0,0,0,0,0,long term,government hosp district/authority,0,0,1,0,0,,150,150,1993
012006,USA KNOLLWOOD PARK LTC HOSPITAL,5644 GIRBY ROAD BOX 9753,MOBILE,AL,36691,2056605236,1,active,,01oct1993,,major,0,1,0,0,0,0,0,long term,government state,0,0,1,0,0,,191,191,1993
012007,"LONG TERM CARE HOSP OF JACKSON, THE",1725 PINE STREET 5TH FLOOR NORTH WING,MONTGOMERY,AL,36106,3342400532,1,active,,25feb1999,010156,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,,30,30,2000
012008,SELECT SPECIALTY HOSP-BIRMINGHAM,800 MONTCLAIR ROAD,BIRMINGHAM,AL,35213,2055994606,1,active,,01sep2001,010161,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,,38,38,2002
012009,"LONG TERM CARE HOSPITAL AT MEDICAL CENTER EAST,THE",50 MEDICAL PARK EAST DRIVE 8TH FLOOR,BIRMINGHAM,AL,35235,2058383000,1,active,,27mar2003,010162,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,,45,45,2003
012010,"LTC HOSPITAL AT SE AL MEDICAL CENTER,THE",1108 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,AL,36302,3346994300,1,active,,01oct2004,010163,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,,30,30,2004
012011,LONG TERM HOSPITAL OF ANNISTON,"400 EAST 10TH STREET, 4TH FLOOR",ANNISTON,AL,36202,2567416141,1,active,,21jul2004,010165,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,,38,38,2008
012012,"LONG TERM HOSPITAL OF TUSCALOOSA, LLC","809 UNIVERSITY BOULEVARD EAST, 4TH FLOOR",TUSCALOOSA,AL,35401,2057597241,1,active,,01apr2005,,no affiliation,0,0,0,0,0,0,0,long term,non-profit private,1,0,0,0,0,,27,27,2005
012013,"NOLAND HOSPITAL SHELBY, LLC","1000 FIRST STREET, 3RD FLOOR",ALABASTER,AL,35007,2056208641,1,active,,01mar2011,010170,no affiliation,0,0,0,0,0,0,0,long term,non-profit other,1,0,0,0,0,1,52,52,2011
012014,NORTH ALABAMA SPECIALTY HOSPITAL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,AL,35611,3372699566,1,active,,01may2016,,no affiliation,0,0,0,0,0,0,0,long term,for-profit proprietary,0,1,0,0,0,1,31,31,2017
013025,LAKESHORE HOSPITAL,3800 RIDGEWAY DRIVE,BIRMINGHAM,AL,35209,2058682000,1,active,,01oct1983,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit private,1,0,0,0,0,,100,100,1993
013026,ROTARY REHABILITATION HOSP,1874 PLEASANT AV,MOBILE,AL,36607,2054313400,0,"vol-merg,close",01apr1988,01apr1984,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit other,1,0,0,0,0,,50,50,1993
013027,MERCY MEDICAL A CORPORATION,101 VILLA DRIVE P O BOX 1090,DAPHNE,AL,36526,2056262694,1,active,,18nov1986,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit church,1,0,0,0,0,,25,25,1993
013028,MONTGOMERY REHABILITATION HOSPITAL,4465 NARROW LANE RD,MONTGOMERY,AL,36116,2052847700,1,active,,11may1987,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,80,80,1993
013029,NORTH ALABAMA REHABILITATION HOSPITAL,107 GOVERNORS DRIVE,HUNTSVILLE,AL,35801,2055352300,1,active,,04jun1987,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,50,50,1993
013030,HEALTHSOUTH REHABILITATION HOSPITAL,1736 EAST MAIN STREET,DOTHAN,AL,36301,2057126333,1,active,,12may1994,,no affiliation,0,0,0,0,0,0,0,rehab,non-profit other,1,0,0,0,0,,34,34,1994
013032,HEALTHSOUTH REHABILITATION HOSPITAL,801 GOODYEAR AVENUE,GADSDEN,AL,35903,2564395000,1,active,,14aug2001,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,40,40,2001
013033,REGIONAL REHABILITATION HOSPITAL,3715 HIGHWAY 280,PHENIX CITY,AL,36869,3347322200,1,active,,12nov2003,,no affiliation,0,0,0,0,0,0,0,rehab,for-profit proprietary,0,1,0,0,0,,15,15,2004
013300,CHILDRENS HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,2059399100,1,active,,01jan1984,,major,1,1,0,1,0,0,0,childrens,non-profit private,1,0,0,0,0,,225,225,1993
013301,UNIV OF S AL CHILDREN'S & WOMEN'S HOS,1700 CENTER STREET,MOBILE,AL,36604,2514151000,1,active,,01oct2001,010119,major,0,1,0,1,0,0,0,childrens,government state,0,0,1,0,0,,159,159,2003
014000,HILL CREST HOSPITAL,6869 FIFTH AVENUE S,BIRMINGHAM,AL,35212,2058339000,1,active,,01nov1969,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,130,130,1993
014001,DECATUR GENERAL WEST,2205 BELTLINE ROAD SW P O BOX 2240,DECATUR,AL,35609,2053501450,0,"vol-merg,close",27aug1993,10jun1974,,no affiliation,0,0,0,1,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,64,64,1993
014002,CHARTER HOSPITAL OF MOBILE,5800 SOUTHLAND DR,MOBILE,AL,36693,2056613001,1,active,,09jun1978,,limited,0,1,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,84,84,1993
014003,CHARTER WOODS HOSPITAL,700 COTTONWOOD RD,DOTHAN,AL,36301,2057944357,1,active,,25jun1980,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,,75,75,1993
014004,NORTH ALABAMA REGIONAL HOSP,HIGHWAY 31 S BOX 1215,DECATUR,AL,35602,2053539433,0,invol-agreemnt,20mar1989,03dec1982,,no affiliation,0,0,0,0,1.5,0,0,psych,government state,0,0,1,0,0,,131,37,1993
014005,GREIL MEMORIAL PSYCHIATRIC HOSP,2140 UPPER WETUMPKA RD,MONTGOMERY,AL,36107,2052620363,1,active,,20sep1984,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,50,50,1993
014006,MOUNTAIN VIEW HOSPITAL,3001 SCENIC HIGHWAY,GADSDEN,AL,35901,2055469265,1,active,,25jul1986,,no affiliation,0,0,0,0,0,0,0,psych,non-profit other,1,0,0,0,0,,68,68,1993
014007,BRYCE HOSPITAL,ADMISSION UNIT 200 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,2057590750,1,active,,06sep1989,,limited,0,1,0,0,1,0,0,psych,government state,0,0,1,0,0,,976,104,1993
014008,SEARCY HOSPITAL ACUTE CARE ADMISS UNIT,7400 ROPER LANE,DAPHNE,AL,36526,2058299411,1,active,,08oct1991,,limited,0,1,0,0,2,0,0,psych,government state,0,0,1,0,0,,78,78,1993
014009,NORTH ALABAMA REG HOSPITAL,HIGHWAY 31 SOUTH,DECATUR,AL,35609,2053539433,1,active,,26feb1992,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,131,37,1993
014010,BAYCARE PSYCHIATRIC HOSPITAL,1504 SPRINGHILL AVENUE,MOBILE,AL,36604,2054734423,1,active,,08dec1993,,limited,1,0,0,0,0,0,0,psych,non-profit private,1,0,0,0,0,,52,52,1994
014011,TAYLOR HARDIN SECURE MEDICAL FACILITY,1301 RIVER ROAD NORTHEAST,TUSCALOOSA,AL,35404,2055567060,1,active,,01oct1994,,limited,0,1,0,0,0,0,0,psych,government state,0,0,1,0,0,,114,24,1994
014012,MARY S HARPER GERIATRIC PSUCHIATRY CTR,201 UNIVERSITY BLVD,TUSCALOOSA,AL,35402,2057590898,1,active,,18jul1996,,no affiliation,0,0,0,0,0,0,0,psych,government state,0,0,1,0,0,,126,126,1996
014013,RAMSAY YOUTH SERVICES DOTHAN,700 EAST COTTONWOOD ROAD,DOTHAN,AL,36301,3347947373,1,active,,22oct1998,,no affiliation,0,0,0,0,0,0,0,psych,non-profit private,1,0,0,0,0,,55,55,1998
014014,BAYPOINTE BEHAVIORAL HEALTH,5800 SOUTHLAND DRIVE,MOBILE,AL,36693,2516610153,1,active,,15apr2004,,limited,0,0,0,0,1,0,0,psych,non-profit other,1,0,0,0,0,,36,36,2004
014015,BEACON CHILDREN'S HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,3343355040,1,active,,14jan2009,,no affiliation,0,0,0,0,0,0,0,psych,government federal,0,0,1,0,0,,26,26,2009
014016,"SANCTUARY AT THE WOODLANDS, THE","1910 CHEROKEE AVENUE, SW",CULLMAN,AL,35055,2567391239,1,active,,21sep2010,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,0,20,20,2011
014017,EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,2513786500,1,active,,15aug2012,,limited,0,1,0,0,.5,0,0,psych,non-profit other,1,0,0,0,0,0,66,66,2012
014018,"BEHAVIORAL HEALTHCARE CENTER AT HUNTSVILLE, INC","5315 MILLENIUM DRIVE, NW",HUNTSVILLE,AL,35806,2569646700,1,active,,04sep2012,,no affiliation,0,0,0,0,0,0,0,psych,for-profit proprietary,0,1,0,0,0,1,20,20,2012
019800,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,2059344011,1,active,,29jan2009,,,,,,,,0,0,transplant,,0,0,0,0,0,1,,,2011
019801,CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,2056389828,1,active,,21jun2013,,,0,0,0,0,0,0,0,transplant,,0,0,0,0,0,1,0,0,2013
020001,PROVIDENCE HOSPITAL,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99504,9075622211,1,active,,01jul1966,,limited,0,0,0,0,0,1,0,short term,non-profit church,1,0,0,0,0,,303,303,1993
020002,SITKA COMMUNITY HOSPITAL,209 MOLLER (P O BOX 500),SITKA,AK,99835,9077473241,1,active,,01jan1970,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,24,24,1993
020004,KETCHIKAN GENERAL HOSPITAL,3100 TONGASS AVE,KETCHIKAN,AK,99901,9072255171,1,active,,01jul1966,,limited,0,0,0,1,0,1,0,short term,non-profit other,1,0,0,0,0,,92,46,1993
020005,NORTON SOUND REGIONAL HOSPITAL,PO BOX 966,NOME,AK,99762,9074433311,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,34,19,1993
020006,VALLEY HOSPITAL,515 EAST DAHLIA (PO BOX 1687),PALMER,AK,99645,9077454813,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit private,1,0,0,0,0,,36,36,1993
020007,WRANGELL GENERAL HOSPITAL,310 BENNETT,WRANGELL,AK,99929,9078743356,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,23,9,1993
020008,BARTLETT MEMORIAL HOSPITAL,3260 HOSPITAL DRIVE (P O BOX 3-3000),JUNEAU,AK,99801,9075862611,1,active,,01jul1968,,no affiliation,0,0,0,1,0,1,0,short term,government local,0,0,1,0,0,,51,51,1993
020009,PETERSBURG GENERAL HOSPITAL,201 FRAM ST (BOX 589),PETERSBURG,AK,99833,9077724291,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,25,11,1993
020010,CORDOVA COMMUNITY HOSPITAL,P O BOX 160,CORDOVA,AK,99574,9074248000,1,active,,01feb1971,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,23,13,1993
020011,SEWARD GENERAL HOSPITAL,417 FIRST AVENUE (PO BOX 365),SEWARD,AK,99664,9072245205,1,active,,01jul1966,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,32,32,1993
020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,9074528181,1,active,,01jul1968,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,177,177,1993
020013,KODIAK ISLAND HOSPITAL,1915 EAST REZANOF DR (PO B0X 1187),KODIAK,AK,99615,9074863890,1,active,,15mar1978,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,44,25,1993
020014,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,9072358101,1,active,,01jul1969,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,38,20,1993
020016,FAITH HOSPITAL,187 GLENN HWY (P O BOX 5),GLENALLEN,AK,99588,9078223203,0,"vol-merg,close",01apr1987,02jul1966,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,5,5,1993
020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD (POUCH 8-AH),ANCHORAGE,AK,99508,9072761131,1,active,,01jan1967,,major,0,1,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,238,238,1993
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,,BETHEL,AK,99559,9075433711,1,active,,01jan1968,,no affiliation,0,0,0,0,0,1,0,short term,government federal,0,0,1,0,0,,49,49,1993
020019,"ALASKA NATIVE HOSPITAL, PHS",,BARROW,AK,99723,9078524611,1,active,,01jan1968,,no affiliation,0,0,0,0,1,1,0,short term,government federal,0,0,1,0,0,,13,13,1993
020020,MANIILAQ MEDICAL CENTER,PO BOX 43,KOTZEBUE,AK,99752,9074423321,1,active,,01jan1968,,no affiliation,0,0,0,0,0,1,0,short term,government federal,0,0,1,0,0,,26,26,1993
020021,KANAKANAK HOSPITAL,P. O. BOX 130,DILLINGHAM,AK,99576,9078425201,1,active,,01jan1968,,no affiliation,0,0,0,0,0,1,0,short term,government federal,0,0,1,0,0,,16,15,1993
020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE (PO BOX 1268),SOLDOTNA,AK,99669,9072624404,1,active,,05aug1971,,no affiliation,0,0,0,0,0,1,0,short term,non-profit other,1,0,0,0,0,,46,46,1993
020025,VALDEZ COMMUNITY HOSPITAL,1000 MEALS AVENUE (P O BOX 550),VALDEZ,AK,99686,9078352249,1,active,,30nov1975,,no affiliation,0,0,0,0,0,1,0,short term,government local,0,0,1,0,0,,15,15,1993
